ID,Sexo,Ciudad,Asistencia,Nota_Final,Situación_Laboral,Nivel_Educativo_Prev,Conectividad_Hogar,Rango_Etario,Estado_Académico
L-2025-4672,M,Merlo,35,"8,57",Empleo informal,Secundario incompleto,No,25 a 34,Aprobado
L-2025-4673,F,Avellaneda,33,"5,64",Trabajos esporádicos,Secundario incompleto,Si,35 a 44,Desaprobado
L-2025-4674,M,La Matanza,37,"6,41",Empleo informal,Terciario en curso,No,35 a 44,Aprobado
L-2025-4675,F,Merlo,35,"8,86",Monotributista / independiente,Secundario completo,Si,45 a 54,Aprobado
L-2025-4676,M,La Plata,38,"6,48",Empleado en relación de dependencia,Primario completo,Si,18 a 24,Aprobado
L-2025-4677,F,Lanús,36,"5,19",Trabajos esporádicos,Secundario incompleto,Si,35 a 44,Desaprobado
L-2025-4678,F,La Plata,38,"8,65",Ama de casa / tareas de cuidado,Secundario completo,No,45 a 54,Aprobado
L-2025-4679,M,Almirante Brown,37,"7,00",Empleo informal,Primario incompleto,No,25 a 34,Aprobado
L-2025-4680,F,Lanús,33,"7,65",Empleado en relación de dependencia,Secundario completo,Si,25 a 34,Aprobado
L-2025-4681,F,Almirante Brown,37,"6,74",Empleado en relación de dependencia,Secundario completo,Si,25 a 34,Aprobado
L-2025-4682,F,La Plata,34,"8,82",Desempleado,Terciario en curso,Si,25 a 34,Aprobado
L-2025-4683,F,La Matanza,38,"8,15",Trabajos esporádicos,Terciario completo,Si,18 a 24,Aprobado
L-2025-4684,F,Quilmes,37,"6,88",Empleo informal,Secundario completo,No,25 a 34,Aprobado
L-2025-4685,F,La Plata,35,"6,11",Empleado en relación de dependencia,Secundario incompleto,No,35 a 44,Aprobado
L-2025-4686,M,Lanús,35,"7,12",No declara,Secundario completo,Si,18 a 24,Aprobado
L-2025-4687,F,Merlo,15,"10,00",Empleado en relación de dependencia,Secundario completo,Si,25 a 34,Destacado
L-2025-4688,F,Lanús,23,"4,27",Empleado en relación de dependencia,Sin escolaridad formal,Si,35 a 44,Aprobado
L-2025-4689,M,La Plata,37,"6,89",No declara,Primario incompleto,Si,25 a 34,Aprobado
L-2025-4690,M,Avellaneda,16,"3,77",Empleado en relación de dependencia,Primario incompleto,Si,18 a 24,Desaprobado
L-2025-4691,M,Mar del Plata,38,"6,48",Desempleado,Universitario incompleto,Si,35 a 44,Aprobado
L-2025-4692,M,La Matanza,33,"5,64",Ama de casa / tareas de cuidado,Secundario completo,Si,35 a 44,Desaprobado
L-2025-4693,M,Mar del Plata,33,"7,34",Empleado en relación de dependencia,Secundario incompleto,Si,35 a 44,Aprobado
L-2025-4694,M,La Matanza,33,"9,93",Desempleado,Universitario incompleto,No,25 a 34,Destacado
L-2025-4695,,La Matanza,33,"8,93",Monotributista / independiente,Secundario completo,Si,25 a 34,Aprobado
L-2025-4696,M,La Plata,37,"10,00",No declara,Secundario incompleto,Si,25 a 34,Destacado
L-2025-4697,F,La Matanza,35,"5,46",Desempleado,Secundario incompleto,Si,35 a 44,Desaprobado
L-2025-4698,M,La Matanza,34,"5,06",Empleo informal,Secundario completo,Si,35 a 44,Desaprobado
L-2025-4699,M,General San Martín,32,"5,32",Monotributista / independiente,Primario completo,Si,25 a 34,Destacado
L-2025-4700,M,Merlo,37,"7,85",Monotributista / independiente,Secundario incompleto,Si,35 a 44,Aprobado
L-2025-4701,M,Almirante Brown,34,"6,47",Desempleado,Secundario completo,Si,18 a 24,Aprobado
L-2025-4702,F,Almirante Brown,34,"9,75",Monotributista / independiente,Terciario en curso,Si,25 a 34,Destacado
L-2025-4703,M,La Matanza,33,"8,98",Ama de casa / tareas de cuidado,Secundario incompleto,Si,25 a 34,Aprobado
L-2025-4704,F,Lomas de Zamora,20,"9,04",Empleado en relación de dependencia,Universitario incompleto,Si,25 a 34,Destacado
L-2025-4705,F,Merlo,33,"7,89",Trabajos esporádicos,Secundario completo,Si,25 a 34,Aprobado
L-2025-4706,F,Lomas de Zamora,37,"6,47",Monotributista / independiente,Secundario incompleto,Si,35 a 44,Aprobado
L-2025-4707,M,Quilmes,20,"5,64",Empleado en relación de dependencia,Terciario en curso,Si,55 y más,Desaprobado
L-2025-4708,F,La Matanza,37,"4,62",Ama de casa / tareas de cuidado,Secundario completo,Si,55 y más,Desaprobado
L-2025-4709,F,Almirante Brown,36,"5,76",Empleado en relación de dependencia,Primario completo,Si,25 a 34,Desaprobado
L-2025-4710,M,Quilmes,35,"8,76",Desempleado,Secundario incompleto,No,25 a 34,Aprobado
L-2025-4711,M,Mar del Plata,33,"5,35",No declara,Universitario incompleto,No,35 a 44,Desaprobado
L-2025-4712,F,Merlo,34,"8,96",Ama de casa / tareas de cuidado,Secundario incompleto,Si,45 a 54,Aprobado
L-2025-4713,F,Mar del Plata,32,"8,93",Monotributista / independiente,Terciario en curso,No,45 a 54,Aprobado
L-2025-4714,M,Lomas de Zamora,34,"6,92",Monotributista / independiente,Secundario completo,Si,25 a 34,Aprobado
L-2025-4715,M,Avellaneda,33,"9,27",Ama de casa / tareas de cuidado,Secundario completo,No,25 a 34,Destacado
L-2025-4716,M,Quilmes,36,"7,22",Monotributista / independiente,Sin escolaridad formal,Si,45 a 54,Aprobado
L-2025-4717,F,Avellaneda,36,"4,52",No declara,Secundario completo,Si,55 y más,Desaprobado
L-2025-4718,M,Almirante Brown,36,"5,29",Empleado en relación de dependencia,Secundario completo,Si,18 a 24,Desaprobado
L-2025-4719,M,Lomas de Zamora,34,"7,74",Ama de casa / tareas de cuidado,Sin escolaridad formal,Si,25 a 34,Aprobado
L-2025-4720,F,Lomas de Zamora,35,"8,18",Desempleado,Terciario en curso,Si,25 a 34,Aprobado
L-2025-4721,M,Mar del Plata,34,"8,60",Empleado en relación de dependencia,Universitario incompleto,Si,45 a 54,Aprobado
L-2025-4722,F,Mar del Plata,35,"6,15",Monotributista / independiente,Secundario incompleto,No,18 a 24,Aprobado
L-2025-4723,F,Lomas de Zamora,31,"4,79",Empleo informal,Universitario incompleto,Si,55 y más,Desaprobado
L-2025-4724,F,Mar del Plata,33,"8,92",Empleo informal,Secundario completo,No,25 a 34,Aprobado
L-2025-4725,F,Almirante Brown,38,"7,84",Empleado en relación de dependencia,Terciario en curso,Si,25 a 34,Aprobado
L-2025-4726,F,Merlo,33,"8,42",Empleo informal,Secundario completo,Si,45 a 54,Aprobado
L-2025-4727,M,Mar del Plata,32,"9,14",Desempleado,Universitario completo,Si,45 a 54,Destacado
L-2025-4728,M,General San Martín,36,"6,92",No declara,Universitario incompleto,No,18 a 24,Aprobado
L-2025-4729,F,Mar del Plata,21,"4,77",Empleado en relación de dependencia,Primario completo,Si,35 a 44,Desaprobado
L-2025-4730,M,Lanús,35,"7,00",Empleo informal,Primario incompleto,Si,45 a 54,Destacado
L-2025-4731,M,Quilmes,33,"6,46",Desempleado,Secundario completo,Si,18 a 24,Aprobado
L-2025-4732,M,Almirante Brown,33,"4,46",Empleado en relación de dependencia,Sin escolaridad formal,Si,45 a 54,Aprobado
L-2025-4733,F,Lomas de Zamora,38,"6,19",Monotributista / independiente,Primario incompleto,Si,25 a 34,Aprobado
L-2025-4734,F,La Matanza,34,"8,00",Empleado en relación de dependencia,Universitario incompleto,No,25 a 34,Aprobado
L-2025-4735,M,Merlo,34,"7,02",Desempleado,Secundario incompleto,Si,45 a 54,Aprobado
L-2025-4736,M,La Matanza,35,"8,89",Desempleado,Universitario incompleto,Si,25 a 34,Aprobado
L-2025-4737,F,Quilmes,36,"9,27",Monotributista / independiente,Primario completo,Si,25 a 34,Destacado
L-2025-4738,M,Almirante Brown,34,"8,70",No declara,Universitario incompleto,No,18 a 24,Aprobado
L-2025-4739,F,Lanús,36,"7,41",No declara,Universitario incompleto,Si,35 a 44,Aprobado
L-2025-4740,F,Mar del Plata,18,"8,48",Empleado en relación de dependencia,Secundario completo,Si,55 y más,Aprobado
L-2025-4741,M,Mar del Plata,15,"8,73",Ama de casa / tareas de cuidado,Secundario incompleto,No,25 a 34,Aprobado
L-2025-4742,M,Mar del Plata,33,"4,27",Empleo informal,Sin escolaridad formal,Si,25 a 34,Aprobado
L-2025-4743,M,Almirante Brown,15,"8,28",Ama de casa / tareas de cuidado,Secundario incompleto,No,25 a 34,Aprobado
L-2025-4744,M,La Plata,31,"7,54",Empleo informal,Secundario completo,Si,18 a 24,Aprobado
L-2025-4745,M,Almirante Brown,20,"8,44",Trabajos esporádicos,Secundario completo,Si,25 a 34,Aprobado
L-2025-4746,M,Lomas de Zamora,33,"7,87",Ama de casa / tareas de cuidado,Secundario completo,Si,25 a 34,Aprobado
L-2025-4747,M,La Matanza,34,"9,07",Ama de casa / tareas de cuidado,Primario completo,Si,25 a 34,Destacado
L-2025-4748,F,General San Martín,34,"8,21",Ama de casa / tareas de cuidado,Universitario incompleto,Si,25 a 34,Aprobado
L-2025-4749,F,La Plata,38,"9,50",Empleo informal,Universitario incompleto,Si,45 a 54,Destacado
L-2025-4750,M,Mar del Plata,33,"7,22",No declara,Secundario incompleto,Si,18 a 24,Aprobado
L-2025-4751,M,La Plata,33,"6,52",Desempleado,Secundario incompleto,Si,18 a 24,Aprobado
L-2025-4752,F,General San Martín,33,"7,74",Empleado en relación de dependencia,Secundario incompleto,Si,25 a 34,Aprobado
L-2025-4753,F,Mar del Plata,22,"5,21",Ama de casa / tareas de cuidado,Secundario incompleto,Si,55 y más,Desaprobado
L-2025-4754,F,Mar del Plata,38,"4,93",Empleado en relación de dependencia,Secundario completo,Si,25 a 34,Desaprobado
L-2025-4755,F,Lomas de Zamora,21,"5,92",Empleado en relación de dependencia,Secundario completo,Si,35 a 44,Desaprobado
L-2025-4756,M,La Matanza,38,"6,45",Ama de casa / tareas de cuidado,Universitario completo,Si,18 a 24,Aprobado
L-2025-4757,F,La Matanza,40,"10,00",Monotributista / independiente,Secundario completo,Si,25 a 34,Destacado
L-2025-4758,F,Mar del Plata,34,"9,72",Empleado en relación de dependencia,Universitario completo,Si,25 a 34,Destacado
L-2025-4759,M,Mar del Plata,35,"6,94",Empleo informal,Secundario completo,Si,25 a 34,Aprobado
L-2025-4760,M,Quilmes,35,"8,05",Ama de casa / tareas de cuidado,Secundario completo,No,45 a 54,Aprobado
L-2025-4761,F,La Matanza,35,"8,64",Monotributista / independiente,Terciario completo,No,45 a 54,Aprobado
L-2025-4762,M,Lomas de Zamora,30,"6,02",Ama de casa / tareas de cuidado,Secundario completo,Si,35 a 44,Aprobado
L-2025-4763,F,Merlo,36,"6,87",Ama de casa / tareas de cuidado,Secundario completo,No,25 a 34,Aprobado
L-2025-4764,F,Merlo,33,"5,70",Desempleado,Primario completo,Si,35 a 44,Desaprobado
L-2025-4765,M,Avellaneda,22,"8,49",Empleado en relación de dependencia,Secundario completo,Si,55 y más,Aprobado
L-2025-4766,M,Quilmes,38,"5,21",Monotributista / independiente,Primario completo,Si,35 a 44,Desaprobado
L-2025-4767,F,Almirante Brown,18,"8,23",Empleado en relación de dependencia,Secundario incompleto,Si,45 a 54,Aprobado
L-2025-4768,F,Lomas de Zamora,38,"5,21",Ama de casa / tareas de cuidado,Secundario completo,Si,35 a 44,Desaprobado
L-2025-4769,F,Mar del Plata,38,"4,61",Empleo informal,Secundario completo,Si,55 y más,Desaprobado
L-2025-4770,F,Quilmes,37,"9,27",Empleo informal,Secundario completo,Si,25 a 34,Destacado
L-2025-4771,F,La Plata,36,"8,79",No declara,Terciario completo,Si,45 a 54,Aprobado
L-2025-4772,F,Lanús,31,"9,03",Monotributista / independiente,Secundario completo,No,45 a 54,Destacado
L-2025-4773,F,Mar del Plata,34,"7,24",Empleado en relación de dependencia,Secundario incompleto,Si,25 a 34,Aprobado
L-2025-4774,F,La Matanza,32,"8,32",Empleado en relación de dependencia,Secundario completo,Si,25 a 34,Aprobado
L-2025-4775,F,Lomas de Zamora,36,"9,04",Monotributista / independiente,Secundario incompleto,Si,25 a 34,Destacado
L-2025-4776,F,Avellaneda,34,"8,90",Monotributista / independiente,Secundario completo,Si,45 a 54,Aprobado
L-2025-4777,M,Mar del Plata,37,"4,46",Monotributista / independiente,Sin escolaridad formal,Si,35 a 44,Aprobado
L-2025-4778,M,La Plata,22,"7,91",Ama de casa / tareas de cuidado,Universitario incompleto,Si,25 a 34,Aprobado
L-2025-4779,M,Lomas de Zamora,35,"4,21",Desempleado,Secundario completo,Si,25 a 34,Destacado
L-2025-4780,M,Mar del Plata,21,"7,80",Trabajos esporádicos,Terciario en curso,Si,18 a 24,Aprobado
L-2025-4781,F,Quilmes,18,"5,92",Empleado en relación de dependencia,Secundario completo,Si,18 a 24,Desaprobado
L-2025-4782,F,Lomas de Zamora,33,"8,61",Empleado en relación de dependencia,Secundario completo,Si,25 a 34,Aprobado
L-2025-4783,M,La Plata,38,"4,29",Empleado en relación de dependencia,Secundario completo,No,35 a 44,Desaprobado
L-2025-4784,F,Lanús,33,"6,36",Empleo informal,Secundario completo,Si,35 a 44,Aprobado
L-2025-4785,M,Merlo,35,"9,40",Monotributista / independiente,Secundario completo,Si,25 a 34,Destacado
L-2025-4786,F,Mar del Plata,34,"6,32",Empleado en relación de dependencia,Secundario incompleto,Si,18 a 24,Aprobado
L-2025-4787,F,Merlo,34,"5,35",Empleo informal,Primario completo,Si,25 a 34,Aprobado
L-2025-4788,F,Merlo,38,"9,11",Empleo informal,Secundario completo,Si,45 a 54,Destacado
L-2025-4789,M,Avellaneda,36,"6,00",Desempleado,Universitario completo,Si,35 a 44,Desaprobado
L-2025-4790,F,Mar del Plata,35,"8,15",Ama de casa / tareas de cuidado,Secundario incompleto,Si,25 a 34,Aprobado
L-2025-4791,M,Lomas de Zamora,36,"4,23",Desempleado,Secundario incompleto,Si,25 a 34,Destacado
L-2025-4792,M,Merlo,33,"4,26",Empleado en relación de dependencia,Primario completo,Si,35 a 44,Desaprobado
L-2025-4793,M,Mar del Plata,33,"5,13",Empleado en relación de dependencia,Secundario completo,Si,35 a 44,Desaprobado
L-2025-4794,F,Lanús,16,"6,36",Empleado en relación de dependencia,Terciario en curso,Si,18 a 24,Aprobado
L-2025-4795,M,La Plata,36,"7,15",Empleado en relación de dependencia,Primario incompleto,Si,45 a 54,Aprobado
L-2025-4796,M,La Plata,35,"7,91",Monotributista / independiente,Terciario en curso,Si,25 a 34,Aprobado
L-2025-4797,F,La Matanza,36,"7,40",Monotributista / independiente,Primario completo,Si,25 a 34,Aprobado
L-2025-4798,M,La Matanza,36,"4,25",Monotributista / independiente,Secundario completo,Si,55 y más,Desaprobado
L-2025-4799,M,General San Martín,37,"8,16",Empleo informal,Universitario incompleto,Si,25 a 34,Aprobado
L-2025-4800,M,Quilmes,39,"4,46",Monotributista / independiente,Primario completo,Si,55 y más,Desaprobado
L-2025-4801,F,La Matanza,33,"5,90",Desempleado,Secundario completo,Si,35 a 44,Desaprobado
L-2025-4802,F,La Matanza,36,"9,38",Empleado en relación de dependencia,Universitario completo,Si,25 a 34,Destacado
L-2025-4803,M,Avellaneda,34,"8,00",Empleado en relación de dependencia,Secundario incompleto,Si,25 a 34,Aprobado
L-2025-4804,F,Mar del Plata,37,"4,91",No declara,Terciario completo,Si,55 y más,Desaprobado
L-2025-4805,M,La Matanza,38,"8,50",Empleado en relación de dependencia,Secundario incompleto,Si,25 a 34,Aprobado
L-2025-4806,M,Mar del Plata,37,"5,81",Empleo informal,Secundario incompleto,Si,35 a 44,Desaprobado
L-2025-4807,M,Almirante Brown,33,"5,52",Ama de casa / tareas de cuidado,Secundario completo,Si,18 a 24,Desaprobado
L-2025-4808,F,General San Martín,31,"8,64",Monotributista / independiente,Secundario completo,No,45 a 54,Aprobado
L-2025-4809,M,Mar del Plata,35,"7,13",Empleado en relación de dependencia,Secundario completo,No,25 a 34,Aprobado
L-2025-4810,M,Avellaneda,34,"5,76",Ama de casa / tareas de cuidado,Secundario completo,Si,35 a 44,Desaprobado
L-2025-4811,F,Avellaneda,36,"6,21",Desempleado,Primario completo,Si,35 a 44,Aprobado
L-2025-4812,M,General San Martín,34,"8,33",Monotributista / independiente,Secundario incompleto,Si,25 a 34,Aprobado
L-2025-4813,M,General San Martín,31,"7,03",Desempleado,Sin escolaridad formal,Si,25 a 34,Aprobado
L-2025-4814,F,Mar del Plata,22,"5,55",Ama de casa / tareas de cuidado,Secundario incompleto,Si,45 a 54,Desaprobado
L-2025-4815,F,Quilmes,38,"4,42",Empleado en relación de dependencia,Secundario incompleto,Si,35 a 44,Desaprobado
L-2025-4816,M,Almirante Brown,36,"8,10",Ama de casa / tareas de cuidado,Secundario completo,Si,45 a 54,Aprobado
L-2025-4817,M,General San Martín,37,"5,51",Empleado en relación de dependencia,Secundario completo,No,35 a 44,Desaprobado
L-2025-4818,F,La Matanza,34,"7,83",Empleo informal,Secundario incompleto,Si,35 a 44,Aprobado
L-2025-4819,F,Mar del Plata,33,"6,96",Empleo informal,Secundario completo,No,35 a 44,Aprobado
L-2025-4820,F,Lanús,22,"8,88",Ama de casa / tareas de cuidado,Universitario incompleto,Si,25 a 34,Aprobado
L-2025-4821,M,La Matanza,33,"6,69",Empleado en relación de dependencia,Universitario incompleto,No,35 a 44,Aprobado
L-2025-4822,F,Quilmes,37,"9,06",Empleo informal,Secundario completo,Si,25 a 34,Destacado
L-2025-4823,M,Lanús,36,"8,32",Empleo informal,Secundario incompleto,Si,25 a 34,Aprobado
L-2025-4824,F,La Matanza,33,"2,59",Empleado en relación de dependencia,Universitario incompleto,No,18 a 24,Desaprobado
L-2025-4825,M,La Matanza,31,"4,24",Empleado en relación de dependencia,Universitario completo,Si,35 a 44,Desaprobado
L-2025-4826,F,Quilmes,38,"8,37",Empleado en relación de dependencia,Secundario completo,Si,25 a 34,Aprobado
L-2025-4827,F,La Plata,35,"6,37",No declara,Secundario incompleto,No,35 a 44,Aprobado
L-2025-4828,M,Lomas de Zamora,36,"5,86",Desempleado,Secundario completo,Si,35 a 44,Desaprobado
L-2025-4829,F,La Matanza,38,"5,81",Empleo informal,Terciario completo,No,25 a 34,Desaprobado
L-2025-4830,F,La Matanza,34,"3,55",Desempleado,Secundario incompleto,No,55 y más,Desaprobado
L-2025-4831,M,Lomas de Zamora,37,"6,68",Desempleado,Secundario completo,Si,18 a 24,Aprobado
L-2025-4832,M,Lomas de Zamora,29,"8,68",Monotributista / independiente,Secundario incompleto,Si,25 a 34,Aprobado
L-2025-4833,M,Lomas de Zamora,37,"9,25",Monotributista / independiente,Secundario completo,Si,25 a 34,Destacado
L-2025-4834,F,General San Martín,33,"8,06",Desempleado,Secundario incompleto,No,25 a 34,Aprobado
L-2025-4835,F,Merlo,31,"4,70",Ama de casa / tareas de cuidado,Terciario en curso,Si,35 a 44,Desaprobado
L-2025-4836,F,La Plata,33,"6,28",Desempleado,Secundario completo,Si,18 a 24,Aprobado
L-2025-4837,M,La Matanza,40,"7,57",Empleo informal,Terciario completo,Si,18 a 24,Aprobado
L-2025-4838,M,La Plata,38,"7,59",Ama de casa / tareas de cuidado,Secundario completo,Si,25 a 34,Aprobado
L-2025-4839,M,General San Martín,36,"9,23",Empleado en relación de dependencia,Universitario incompleto,Si,45 a 54,Destacado
L-2025-4840,M,La Matanza,33,"7,10",Empleado en relación de dependencia,Secundario completo,No,35 a 44,Aprobado
L-2025-4841,M,Mar del Plata,34,"8,94",Empleado en relación de dependencia,Secundario completo,Si,25 a 34,Aprobado
L-2025-4842,F,Lomas de Zamora,35,"7,86",Trabajos esporádicos,Secundario completo,Si,25 a 34,Aprobado
L-2025-4843,M,La Plata,18,"10,00",Empleado en relación de dependencia,Secundario completo,No,45 a 54,Destacado
L-2025-4844,F,Quilmes,36,"8,92",Desempleado,Secundario completo,No,25 a 34,Aprobado
L-2025-4845,F,La Plata,16,"6,24",Empleado en relación de dependencia,Terciario en curso,Si,35 a 44,Aprobado
L-2025-4846,F,La Matanza,33,"4,46",Empleado en relación de dependencia,Secundario incompleto,No,25 a 34,Destacado
L-2025-4847,M,General San Martín,35,"8,95",Monotributista / independiente,Secundario completo,Si,25 a 34,Aprobado
L-2025-4848,M,La Matanza,40,"8,74",Monotributista / independiente,Universitario incompleto,Si,18 a 24,Aprobado
L-2025-4849,M,Almirante Brown,33,"8,53",Empleado en relación de dependencia,Secundario completo,Si,25 a 34,Aprobado
L-2025-4850,M,La Plata,34,"6,62",Desempleado,Primario incompleto,Si,18 a 24,Aprobado
L-2025-4851,M,Almirante Brown,35,"6,11",Empleo informal,Terciario en curso,Si,25 a 34,Aprobado
L-2025-4852,F,La Plata,34,"8,35",Empleado en relación de dependencia,Secundario completo,Si,45 a 54,Aprobado
L-2025-4853,M,Mar del Plata,18,"9,67",Ama de casa / tareas de cuidado,Secundario completo,No,25 a 34,Destacado
L-2025-4854,F,Merlo,34,"6,91",Monotributista / independiente,Terciario en curso,Si,18 a 24,Aprobado
L-2025-4855,F,Almirante Brown,36,"4,12",Desempleado,Secundario incompleto,Si,25 a 34,Destacado
L-2025-4856,F,La Matanza,32,"9,54",Empleo informal,Secundario completo,Si,45 a 54,Destacado
L-2025-4857,M,Quilmes,33,"5,60",Empleo informal,Secundario completo,Si,55 y más,Desaprobado
